"","Site_ID","GS","pTE_psi_to_ET","plag_psi_to_ET","aggTE_psi_to_ET","mem1_psi_to_ET","mem2_psi_to_ET","mem3_psi_to_ET","mem4_psi_to_ET","mem5_psi_to_ET","pTE_VPD_to_ET","plag_VPD_to_ET","aggTE_VPD_to_ET","mem1_VPD_to_ET","mem2_VPD_to_ET","mem3_VPD_to_ET","mem4_VPD_to_ET","mem5_VPD_to_ET","pTE_TA_to_ET","plag_TA_to_ET","aggTE_TA_to_ET","mem1_TA_to_ET","mem2_TA_to_ET","mem3_TA_to_ET","mem4_TA_to_ET","mem5_TA_to_ET","pTE_ET_to_psi","plag_ET_to_psi","aggTE_ET_to_psi","mem1_ET_to_psi","mem2_ET_to_psi","mem3_ET_to_psi","mem4_ET_to_psi","mem5_ET_to_psi","pTE_VPD_to_psi","plag_VPD_to_psi","aggTE_VPD_to_psi","mem1_VPD_to_psi","mem2_VPD_to_psi","mem3_VPD_to_psi","mem4_VPD_to_psi","mem5_VPD_to_psi","pTE_TA_to_psi","plag_TA_to_psi","aggTE_TA_to_psi","mem1_TA_to_psi","mem2_TA_to_psi","mem3_TA_to_psi","mem4_TA_to_psi","mem5_TA_to_psi","pTE_ET_to_VPD","plag_ET_to_VPD","aggTE_ET_to_VPD","mem1_ET_to_VPD","mem2_ET_to_VPD","mem3_ET_to_VPD","mem4_ET_to_VPD","mem5_ET_to_VPD","pTE_psi_to_VPD","plag_psi_to_VPD","aggTE_psi_to_VPD","mem1_psi_to_VPD","mem2_psi_to_VPD","mem3_psi_to_VPD","mem4_psi_to_VPD","mem5_psi_to_VPD","pTE_TA_to_VPD","plag_TA_to_VPD","aggTE_TA_to_VPD","mem1_TA_to_VPD","mem2_TA_to_VPD","mem3_TA_to_VPD","mem4_TA_to_VPD","mem5_TA_to_VPD","pTE_ET_to_TA","plag_ET_to_TA","aggTE_ET_to_TA","mem1_ET_to_TA","mem2_ET_to_TA","mem3_ET_to_TA","mem4_ET_to_TA","mem5_ET_to_TA","pTE_psi_to_TA","plag_psi_to_TA","aggTE_psi_to_TA","mem1_psi_to_TA","mem2_psi_to_TA","mem3_psi_to_TA","mem4_psi_to_TA","mem5_psi_to_TA","pTE_VPD_to_TA","plag_VPD_to_TA","aggTE_VPD_to_TA","mem1_VPD_to_TA","mem2_VPD_to_TA","mem3_VPD_to_TA","mem4_VPD_to_TA","mem5_VPD_to_TA"
"248","US-RGF","GS",1.76296192641977,17,34.2864045750718,14,17,16,62,33,4.87536614305414,0,86.7051994388834,72,73,72,72,72,3.82521279452092,0,80.811005720211,36,36,36,67,36,7.01522984313495,23,133.707712142791,72,73,72,72,72,6.01582327679223,17,128.458887551434,72,73,72,72,72,6.57702157994328,0,133.042504779475,72,73,72,72,72,4.48684852797924,0,80.3871503760964,67,67,67,71,67,1.52948747730898,1,13.2220513329623,2,2,1,25,2,23.1411929692237,0,94.3613230938563,28,28,28,65,28,3.21732659019823,0,43.4083602110872,2,2,2,39,2,1.31905284582865,0,1.31905284582865,1,1,1,1,1,19.5713919950072,0,71.911993480623,1,1,1,56,1
"249","US-RGF","NGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","US-RGo","FT",0.601876495178297,21,3.46625921410225,0,2,2,18,23,4.29450714607773,0,51.1366006151718,72,73,72,72,72,2.30502842051676,0,38.9381839402789,72,73,72,72,72,3.13045200743759,6,65.8214795376882,41,41,35,71,41,3.17981885733565,2,62.1667134518275,45,45,43,71,45,3.74462366872211,1,73.0356513618528,72,73,72,72,72,4.39324597913983,0,52.8782102395783,72,73,72,72,72,0.647322098857766,22,2.39920087900263,0,2,1,10,23,21.9943848975886,0,63.9914056532208,72,73,72,72,72,1.88345498790214,0,24.3831014677152,2,2,2,53,2,NA,NA,NA,NA,NA,NA,NA,NA,18.7196985816675,0,56.9872305718678,72,73,72,72,72
"251","US-RGo","GS",0.775966577754619,22,7.05025415617198,3,8,3,28,25,4.1301188477655,0,47.5365009613445,2,2,2,63,2,2.84321005857915,0,45.9237416680867,3,3,3,61,3,6.30828003336816,23,113.80468180664,17,21,16,69,39,5.3954822284188,0,101.836758210359,11,11,11,67,11,6.21701256510271,1,113.648345333875,72,73,72,72,72,3.73512938112731,0,45.1692546060764,13,13,13,51,13,0.673586040985155,22,1.31364473721985,0,1,1,7,23,23.2307859873004,0,73.3392587290826,51,51,51,71,51,2.3955264977934,0,14.1077315542977,2,2,2,15,2,NA,NA,NA,NA,NA,NA,NA,NA,21.9233494133005,0,66.1848038062916,18,18,18,69,18
"252","US-RGo","NGS",1.51430993860159,5,10.9284325494844,0,7,5,17,10,5.04302769398863,0,74.966673355805,30,30,30,70,30,4.12326247324531,0,73.1819918503549,22,22,22,71,22,3.82741927883348,16,63.0616770355175,2,19,11,62,27,3.50240368259164,13,43.1416851799709,1,6,5,49,18,4.56510619401955,17,73.3566888615023,3,14,9,64,26,5.27379754698177,0,64.5680459688548,14,14,14,61,14,NA,NA,NA,NA,NA,NA,NA,NA,24.3461227509206,0,102.889978343105,72,73,72,72,72,3.80516020103678,0,39.594101327768,5,5,5,42,5,NA,NA,NA,NA,NA,NA,NA,NA,20.3519488037324,0,78.4122609765449,11,11,11,65,11
"253","US-RGW","FT",1.8717977103159,4,29.6645468918849,11,11,7,54,11,5.16550474331619,0,56.5094795376084,12,12,12,64,12,5.03704503853627,0,50.2598064526455,12,12,12,68,12,2.83653173705225,23,58.0026023671978,72,73,72,72,72,2.91962936336483,1,60.1087137704349,72,73,72,72,72,3.20090810797992,0,60.5767711269565,72,73,72,72,72,5.04535904581163,0,39.8604608246916,10,10,10,53,10,1.56523433944142,0,27.8678564245768,4,4,4,46,4,19.1472822544806,0,59.6716088915322,31,31,31,58,31,4.22022101411437,0,33.3621470707252,10,10,10,50,10,1.82616197262093,0,25.6023543573334,3,3,3,47,3,17.8853556812794,0,57.0651617075052,34,34,34,66,34
"254","US-RGW","GS",2.95265839733574,22,33.5827685247679,6,9,5,29,27,8.74002387659357,0,87.7149933273363,7,7,7,52,7,9.24587326562108,0,69.1822953771311,7,7,7,44,7,9.83388364522278,4,192.596088243154,72,73,72,72,72,10.9377976983791,23,211.872140714662,72,73,72,72,72,11.8963335578448,0,192.177047097711,72,73,72,72,72,7.60121288172346,0,61.7673112402702,8,8,8,36,8,2.73327584055007,0,16.3714100472736,2,2,2,14,2,23.5952803024436,0,63.6249144856462,6,6,6,30,6,10.2248148268444,0,66.4012041135992,8,8,8,38,8,3.04174302957409,0,19.1038082965422,3,3,3,13,3,27.4516421013707,0,72.5548445033211,6,6,6,40,6
"255","US-RGW","NGS",2.57637750063485,0,41.5786182702623,8,8,8,56,8,5.33692602610131,0,65.0735279471525,11,11,11,69,11,4.57371256544288,0,61.1206033521164,72,73,72,72,72,3.80408853970533,23,73.1940584215876,72,73,72,72,72,3.39244796347753,2,71.9073923508848,72,73,72,72,72,4.11964512030716,0,76.9903826266692,72,73,72,72,72,5.13539540440734,0,49.419804298061,10,10,10,49,10,2.13624125930499,0,16.3887854863468,2,2,2,22,2,18.2107016800643,0,66.8360350856034,5,5,5,53,5,4.00590056891505,0,35.1515252512856,9,9,9,51,9,2.10300705534394,0,28.2772690390302,3,3,3,41,3,16.2730881135828,0,63.4730486690398,9,9,9,64,9
"256","US-Rls","FT",1.57084082041591,0,19.8608412756224,72,73,72,72,72,3.27566996694822,0,17.7612412199203,72,73,72,72,72,3.8788632636401,0,18.1408451577536,72,73,72,72,72,1.90274782848553,0,25.0070203872422,72,73,72,72,72,0.908415110367736,0,16.6971741326158,72,73,72,72,72,1.20091873055753,0,17.613623623375,72,73,72,72,72,2.73786187791725,0,13.9645170346067,36,36,36,69,36,0.562611204741848,0,9.92693102417877,72,73,72,72,72,30.0696006361862,0,41.8683794484599,72,73,72,72,72,2.73507839056852,0,10.7510408651028,11,11,11,55,11,0.593895428789564,0,8.91911135004348,60,60,60,69,60,26.302861893669,0,36.6148414040579,72,73,72,72,72
"257","US-Rls","GS",2.20165717832382,0,30.7941778579346,14,14,14,68,14,4.64107877575468,0,28.7695621904221,9,9,9,67,9,6.17176998077444,0,37.6053743540102,72,73,72,72,72,2.3792973155743,0,36.484660540293,72,73,72,72,72,1.55370537912944,19,29.4149568907015,11,61,72,71,72,1.86521518218584,0,33.3455966177629,58,58,58,71,58,3.99986231466921,0,26.0472910893179,15,15,15,60,15,1.22131503693708,0,20.8222276666532,14,14,14,66,14,34.66936458471,0,59.6165983698608,1,1,1,71,1,4.69823986340939,0,20.7936068818123,11,11,11,43,11,1.19829276017933,0,17.0948848413922,13,13,13,60,13,30.5399066183828,0,53.400904371471,1,1,1,62,1
"258","US-Rls","NGS",1.25303911042455,0,19.0364660610023,72,73,72,72,72,2.60753528367585,0,19.4486525778361,72,73,72,72,72,3.08763605721505,0,19.7246202390563,72,73,72,72,72,2.03254999766733,0,33.8433463856875,72,73,72,72,72,1.13345438877408,0,24.7718195294575,72,73,72,72,72,1.68952951261556,0,26.702886295248,72,73,72,72,72,2.48995135572744,0,17.5420037756036,72,73,72,72,72,0.556561562356446,2,12.1408737733958,72,73,72,72,72,29.2339658166328,0,45.157131569026,72,73,72,72,72,2.53303150570938,0,14.7115337628959,13,13,13,55,13,0.745643166334935,0,11.5670719195633,38,38,38,70,38,25.4315695528195,0,39.233394793766,72,73,72,72,72
"259","US-Rms","FT",0.635111773351108,1,12.8194409018478,72,73,72,72,72,4.72389167896541,0,32.3771837418747,72,73,72,72,72,3.97541976601109,0,20.9129018282097,72,73,72,72,72,0.540197153958584,1,11.0731780756449,72,73,72,72,72,0.663142749890772,1,14.4952080125763,72,73,72,72,72,0.544987812092126,0,11.566572623962,72,73,72,72,72,4.04673813613207,0,28.313335875473,72,73,72,72,72,0.591947290558394,7,13.0275088704565,72,73,72,72,72,26.2908516995833,0,41.5384653279285,72,73,72,72,72,2.83005636780908,0,14.4676556980932,72,73,72,72,72,0.452824718652782,0,9.24157458478575,53,53,53,70,53,21.8627499928246,0,36.2027293470945,72,73,72,72,72
"260","US-Rms","GS",1.24685341479302,22,24.3385715043568,7,11,10,54,32,5.4789402667245,0,36.852547813295,7,7,7,66,7,6.0663178782049,0,38.5577253579615,57,57,57,71,57,1.30669406198652,9,22.9553897780439,15,15,6,63,15,1.37158394842517,21,28.2327495646915,9,63,72,71,72,1.31351037954188,2,27.5920280442566,28,28,26,67,28,4.60624952434337,0,25.5867668540115,11,11,11,53,11,1.13141552731606,0,25.6019547761751,24,24,24,63,24,33.075933034587,0,57.33699702416,1,1,1,60,1,5.00222466481642,0,26.9168700870194,14,14,14,56,14,1.0584135109148,0,6.93053310800457,2,2,2,35,2,32.3819803742961,0,55.803951771446,1,1,1,62,1
"261","US-Rms","NGS",0.811311350578401,19,17.2550564586928,72,73,72,72,72,3.65428627107848,0,24.9973784058559,72,73,72,72,72,2.96130740620366,0,20.9386537581069,72,73,72,72,72,0.909879268825632,4,18.264191708881,72,73,72,72,72,1.01043298211108,4,22.1694094457806,72,73,72,72,72,0.761579799303792,0,16.3911130874756,72,73,72,72,72,3.37335226878984,0,21.5076367809996,39,39,39,71,39,0.869390959735674,8,19.6334739799399,72,73,72,72,72,23.6750167667806,0,42.4618188772342,72,73,72,72,72,2.32847513150002,0,14.6985311746163,15,15,15,66,15,0.575490649908155,8,12.5905253764574,54,54,46,70,54,19.4683976892292,0,35.5759126394746,72,73,72,72,72
"262","US-Ro1","FT",2.1053814176608,1,43.0081745441232,62,62,61,71,62,5.19008613653247,0,40.2608716334872,72,73,72,72,72,2.87136274169502,0,15.9957456060854,72,73,72,72,72,1.40420561924934,15,8.23345561255372,2,1,1,19,16,1.83787385233204,2,26.9530246729835,9,9,7,45,9,2.00610478998265,2,10.8856814981573,0,3,2,24,4,5.01672508783695,0,37.6385576687143,72,73,72,72,72,1.51251896439877,1,19.3077888964953,4,4,3,41,4,12.1680031842197,0,24.5419903003409,72,73,72,72,72,1.98893835231818,0,9.99905648230659,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,8.36060625651597,0,18.2579012497129,72,73,72,72,72
"263","US-Ro1","GS",7.61611647127999,23,166.587914917954,62,62,39,71,62,6.01341606897775,0,35.3029802182043,64,64,64,71,64,5.51822268886573,0,30.0474136154465,12,12,12,70,12,5.57474680467662,23,5.57474680467662,0,1,1,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.20215847299573,0,35.3091238988789,72,73,72,72,72,5.51383571736384,5,5.51383571736384,0,1,1,4,6,14.9172893756161,0,38.2923567431835,39,39,39,68,39,4.81265598732834,0,20.2587209373142,14,14,14,59,14,NA,NA,NA,NA,NA,NA,NA,NA,12.4683567389392,0,30.2849690313582,15,15,15,62,15
"264","US-Ro1","NGS",2.07346923813469,22,40.8557787273408,17,20,16,68,38,3.645364375522,0,39.4028990146225,72,73,72,72,72,2.06545631850292,0,21.5625165614688,72,73,72,72,72,2.02518640095385,3,12.9198037529247,0,3,1,20,4,2.44299783329298,2,47.639147877739,21,21,19,61,21,2.6064358737664,2,41.1705834705377,8,8,6,44,8,2.89072142918042,0,28.0039433715799,72,73,72,72,72,2.04685578135937,22,25.5346389979599,0,4,1,57,23,12.5761854649763,0,28.7313755410096,72,73,72,72,72,1.23384232308488,0,10.2616361521577,38,38,38,67,38,NA,NA,NA,NA,NA,NA,NA,NA,8.57764668962008,0,20.1994285306353,72,73,72,72,72
"265","US-Ro2","FT",NA,NA,NA,NA,NA,NA,NA,NA,5.81672182338853,0,47.6754527081482,72,73,72,72,72,3.51680677315795,0,24.7998292036413,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97486841673395,0,45.0908150410232,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,12.9676225375432,0,28.3256696035986,72,73,72,72,72,2.69182198942967,0,15.8576473991697,15,15,15,68,15,NA,NA,NA,NA,NA,NA,NA,NA,9.08557498168621,0,21.4161205636756,72,73,72,72,72
"266","US-Ro2","GS",NA,NA,NA,NA,NA,NA,NA,NA,5.43421518918521,0,43.6033191066893,36,36,36,71,36,4.9575952413683,0,36.7736850119192,12,12,12,66,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.70046846989461,0,41.288009026843,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,16.1285813340698,0,41.1858756795898,63,63,63,70,63,4.53746352813157,0,28.5756895587455,15,15,15,57,15,NA,NA,NA,NA,NA,NA,NA,NA,14.5213810604651,0,35.4526025805646,17,17,17,58,17
"267","US-Ro2","NGS",NA,NA,NA,NA,NA,NA,NA,NA,5.03657726803163,0,59.8496515703054,72,73,72,72,72,3.11636399368201,0,37.6913410247236,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85474415467599,0,47.2279586966647,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,13.3612330649644,0,35.3939152267595,72,73,72,72,72,2.09911558789346,0,18.0365982983171,5,5,5,38,5,NA,NA,NA,NA,NA,NA,NA,NA,8.45964440648487,0,24.0915341536354,44,44,44,70,44
"268","US-Ro3","FT",NA,NA,NA,NA,NA,NA,NA,NA,5.15905796148104,0,57.6154155648718,72,73,72,72,72,1.98882334555395,0,28.05650530148,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26771149644039,0,54.4633380249037,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,12.1707549435724,0,37.0009844309609,72,73,72,72,72,1.45112491935713,0,21.5066584838808,41,41,41,70,41,NA,NA,NA,NA,NA,NA,NA,NA,9.72988852696943,0,32.0880839587028,72,73,72,72,72
"269","US-Ro3","GS",NA,NA,NA,NA,NA,NA,NA,NA,5.100177873512,0,57.9512563690566,13,13,13,69,13,3.84324341384391,0,59.7414705162129,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07373637299318,0,51.8932144759181,17,17,17,61,17,NA,NA,NA,NA,NA,NA,NA,NA,15.4173621340195,0,61.8548309319079,41,41,41,67,41,3.38436758463597,0,50.9446812660259,15,15,15,70,15,NA,NA,NA,NA,NA,NA,NA,NA,13.6432740935407,0,58.4585469305993,41,41,41,71,41
"270","US-Ro3","NGS",NA,NA,NA,NA,NA,NA,NA,NA,4.68308172118805,0,64.8653880484976,72,73,72,72,72,1.94292479570389,0,33.9030563125321,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87100306388324,0,61.8981381662888,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,12.7190997144905,0,48.8042532847123,72,73,72,72,72,1.6750296983757,0,27.5018055937625,40,40,40,70,40,NA,NA,NA,NA,NA,NA,NA,NA,10.2128518987391,0,41.1917944299543,72,73,72,72,72
"271","US-Ro4","FT",0.743414559204887,1,15.7398443435938,72,73,72,72,72,5.5236737297811,0,44.6066703162847,72,73,72,72,72,3.01267073734393,0,19.0814764137297,72,73,72,72,72,0.80432809851008,0,17.1916528792144,72,73,72,72,72,0.883178592875364,0,16.3645134280051,72,73,72,72,72,0.894545397519405,0,17.2099834463289,72,73,72,72,72,5.1292019853634,0,36.4875017241727,72,73,72,72,72,0.533732871425432,0,9.98217191316484,32,32,32,69,32,17.9949160824073,0,33.129878562229,72,73,72,72,72,2.05543055640597,0,10.770165945474,21,21,21,69,21,0.490594331891745,0,1.99562970225177,3,3,3,7,3,12.8352779173637,0,25.2165560947456,72,73,72,72,72
"272","US-Ro4","GS",1.31329707028365,1,24.5688953562975,29,29,28,70,29,7.11526412272707,0,43.5521475305394,72,73,72,72,72,5.82864660307967,0,37.3754477916303,72,73,72,72,72,3.90571111394158,8,80.6496672864388,72,73,72,72,72,4.74437549530396,0,82.1499974572457,72,73,72,72,72,5.86357260767336,0,85.9334870657567,72,73,72,72,72,6.95344840972719,0,39.7178024753068,72,73,72,72,72,1.22449339343119,0,8.77423650529644,5,5,5,29,5,22.912054146224,0,51.2974868771049,6,6,6,63,6,5.15059497911282,0,22.6949415524132,14,14,14,52,14,1.40467330507768,0,5.99015534072492,5,5,5,19,5,19.3160026091241,0,42.2217340293112,8,8,8,59,8
"273","US-Ro4","NGS",0.778871886953089,21,17.1764590291932,72,73,72,72,72,3.62097650145042,0,44.1962141605261,72,73,72,72,72,1.78901160263692,0,21.8675621568867,72,73,72,72,72,0.885647128481633,1,18.8852816664059,72,73,72,72,72,0.911877026226346,1,19.1158887516485,72,73,72,72,72,1.06297524181311,2,22.4004679451645,72,73,72,72,72,3.56843282085383,0,35.3076566469623,72,73,72,72,72,0.567415817959427,0,8.16733423445134,4,4,4,37,4,17.8197999489161,0,38.5662548715407,72,73,72,72,72,1.43112849011383,0,11.8015229504634,15,15,15,61,15,0.481122400925986,0,0.481122400925986,1,1,1,0,1,11.6850486171242,0,27.0495481645257,72,73,72,72,72
"274","US-Ro5","FT",0.779744176396515,18,15.5609726091047,72,73,72,72,72,6.48453851509838,0,54.0918047436811,72,73,72,72,72,3.75526877685903,0,25.5275740500128,72,73,72,72,72,2.10511180822523,1,43.4117506195425,72,73,72,72,72,2.63813054483939,0,51.0706576711022,72,73,72,72,72,2.51110422695462,0,43.4115627302857,72,73,72,72,72,6.16117715933391,0,46.5181228386951,72,73,72,72,72,0.571803512835772,0,11.119069008496,72,73,72,72,72,18.4451837768661,0,36.9151832038713,72,73,72,72,72,2.47398396954631,0,15.7577801617628,65,65,65,71,65,0.473017052901502,0,4.0083744333187,4,4,4,35,4,12.4412963252577,0,29.0525454984136,72,73,72,72,72
"275","US-Ro5","GS",1.0542524934722,0,20.0786719771397,6,6,6,71,6,6.50520856728003,0,49.1933339744259,72,73,72,72,72,5.43446511331342,0,41.303808887849,37,37,37,70,37,3.28612346865688,1,63.5519885654526,72,73,72,72,72,3.56400931632847,0,69.3349511521582,72,73,72,72,72,4.61218984862534,0,71.2198053716243,72,73,72,72,72,6.58051424039739,0,42.6101819619536,20,20,20,71,20,0.924628462655842,0,5.37000623644978,4,4,4,48,4,23.9397541965625,0,50.7792561824343,15,15,15,64,15,4.77359300190279,0,23.6841040143092,12,12,12,51,12,1.09776020402233,0,4.20921714975099,3,3,3,19,3,21.0930997323352,0,47.3475617603159,13,13,13,58,13
"276","US-Ro5","NGS",1.18889418209176,19,23.3514732092543,72,73,72,72,72,4.70236911866189,0,52.6887215069637,72,73,72,72,72,2.84919365769335,0,32.1605827137596,72,73,72,72,72,2.44204763738986,2,46.0711884906427,72,73,72,72,72,2.07543676657598,6,44.4275446306454,72,73,72,72,72,2.00661777710317,6,42.6275526903675,72,73,72,72,72,4.09233075753829,0,40.0192176609119,72,73,72,72,72,0.594933747777363,10,12.9787851559043,72,73,72,72,72,17.032012304902,0,42.1991818720075,72,73,72,72,72,1.86580338221034,0,17.329653608482,50,50,50,70,50,0.525234798312687,19,2.55867945755771,0,3,1,6,20,11.0735265274816,0,30.7532980965595,72,73,72,72,72
"277","US-Ro6","FT",0.70878151161726,17,14.5820225142484,72,73,72,72,72,6.71123403306582,0,54.3491689299906,72,73,72,72,72,3.86833780213801,0,24.5054156355167,72,73,72,72,72,2.11756834688165,5,43.9987149003875,72,73,72,72,72,2.22163572803599,1,43.5407325053835,72,73,72,72,72,2.51913761349629,0,44.8045232413472,72,73,72,72,72,6.65483498136461,0,51.1328208429128,72,73,72,72,72,0.496923103458836,0,9.01483976032279,8,8,8,70,8,19.0168159868447,0,36.6715324433384,72,73,72,72,72,2.71719290925737,0,16.2634423452551,72,73,72,72,72,0.465790972334658,0,1.88279120237255,3,3,3,17,3,12.8756457136777,0,28.1480159266795,72,73,72,72,72
"278","US-Ro6","GS",1.05824984713438,3,21.9866452468805,48,48,45,71,48,6.82025555377608,0,46.519071198541,72,73,72,72,72,6.09168067613246,0,40.1565115834334,72,73,72,72,72,3.20628266759916,1,65.9064954397623,72,73,72,72,72,3.42453617048703,1,63.9436879317569,72,73,72,72,72,4.33673032765855,0,68.2690950564774,72,73,72,72,72,6.91723406040032,0,42.6941906998872,68,68,68,71,68,0.846865861211815,0,3.77288655409937,3,3,3,19,3,26.1542618386511,0,53.0043238982847,15,15,15,62,15,5.33395094269122,0,25.4784267377242,12,12,12,54,12,1.01926719053686,0,6.64281221266777,3,3,3,24,3,22.6771329676664,0,48.510939843553,15,15,15,56,15
"279","US-Ro6","NGS",1.04928772385754,23,21.5223415075926,72,73,72,72,72,5.10217175161707,0,58.0228953679753,72,73,72,72,72,3.03206730797672,0,34.7071590949105,72,73,72,72,72,1.65498367282449,23,32.6466699404997,72,73,72,72,72,1.53694599071388,4,31.9229291183554,72,73,72,72,72,1.76103588761116,6,38.1596915554244,72,73,72,72,72,4.38276282256111,0,44.0129299677892,72,73,72,72,72,0.530426957720738,18,8.84557492898447,1,8,5,59,23,17.8322916539163,0,41.2941368363034,72,73,72,72,72,1.82167055922435,0,17.6555983160111,37,37,37,71,37,0.487590652707128,5,1.45468355610888,1,2,1,7,6,11.5082071130224,0,28.8971621850467,72,73,72,72,72
"280","US-Rwe","FT",NA,NA,NA,NA,NA,NA,NA,NA,3.51042709309105,0,32.6518970077335,72,73,72,72,72,3.42574734954897,0,28.9580848357976,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59808609457489,0,24.7275168267035,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,27.2279752502316,0,51.2305294312575,72,73,72,72,72,2.13627777633174,0,18.028562714043,39,39,39,66,39,NA,NA,NA,NA,NA,NA,NA,NA,22.1574025401688,0,42.1590495760795,72,73,72,72,72
"281","US-Rwe","GS",NA,NA,NA,NA,NA,NA,NA,NA,4.65706294512666,0,51.2356469902917,7,7,7,66,7,5.3453115946249,0,56.3347127639607,13,13,13,71,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64138353767948,0,30.995921207001,11,11,11,40,11,NA,NA,NA,NA,NA,NA,NA,NA,34.2845920802031,0,76.326742255922,1,1,1,62,1,4.05350896136487,0,31.9157742461939,12,12,12,43,12,NA,NA,NA,NA,NA,NA,NA,NA,34.080287600687,0,77.0859102656065,1,1,1,68,1
"282","US-Rwe","NGS",NA,NA,NA,NA,NA,NA,NA,NA,3.26593632591425,0,34.9594263883322,72,73,72,72,72,3.30946839955041,0,35.1014628803394,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02808787064478,0,16.31335010608,12,12,12,54,12,NA,NA,NA,NA,NA,NA,NA,NA,22.6347675614297,0,49.865781245265,72,73,72,72,72,1.87159631536945,0,12.5683795480055,6,6,6,47,6,NA,NA,NA,NA,NA,NA,NA,NA,20.5674563698094,0,45.4597272258777,59,59,59,69,59
"283","US-Rwf","FT",NA,NA,NA,NA,NA,NA,NA,NA,3.71430567147148,0,27.7648846917707,72,73,72,72,72,3.31831517109497,0,19.1573350594577,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93852147769385,0,22.84501571767,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,31.0325975115559,0,43.623202759182,1,1,1,71,1,2.09323700445846,0,12.1631834700412,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,26.9695155619093,0,38.4410335120278,72,73,72,72,72
"284","US-Rwf","GS",NA,NA,NA,NA,NA,NA,NA,NA,4.49258569452308,0,32.0788599667209,51,51,51,69,51,5.04414822719211,0,33.6749315659644,52,52,52,71,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6922189005157,0,20.0903358492581,14,14,14,51,14,NA,NA,NA,NA,NA,NA,NA,NA,37.6185794201562,0,60.2496639082896,1,1,1,69,1,3.89376145775256,0,24.2099943104805,17,17,17,59,17,NA,NA,NA,NA,NA,NA,NA,NA,36.0285880618811,0,55.0384186700818,1,1,1,62,1
